116th Bill Name,117th Bill Name,Short Title
116-HCR6,117-HCR30,Providing for a joint session of Congress to receive a message from the President.
116-HB5743,117-HB2381,Protecting the Silos & Smokestacks National Heritage Area Act
116-HB2523,117-HB5014,Anti-Congestion Tax Act
116-HB6752,117-HB807,Invest in Child Safety Act
116-HR270,117-HR1003,Expressing support for designation of a Welcome Home Vietnam Veterans Day.
116-HB4560,117-HB4412,"To amend the Public Health Service Act to reauthorize Johanna's Law, and for other purposes."
116-HB4108,117-HB6585,Jumpstart on College Act
116-HB2456,117-HB256,To repeal the Authorization for Use of Military Force Against Iraq Resolution of 2002.
116-HB2612,117-HB3768,Federal Employee Disclosure (FED) Transparency Act
116-HB219,117-HB606,No Abortion Bonds Act
116-HR308,117-HR296,Supporting the goals and ideals of National Youth HIV & AIDS Awareness Day.
116-HB7062,117-HB2179,Affordable Insulin for the COVID–19 Emergency Act
116-HB3552,117-HB4804,Unlawful Gun Buyer Alert Act
116-HB4872,117-HB6213,Fire Sale Loophole Closing Act
116-HR59,117-HR61,Expressing the sense of the House of Representatives that Medicare and Social Security provide an essential benefit for current enrollees and should be strengthened for future generations.
116-HB1700,117-HB2600,Drug Cartel Terrorist Designation Act
116-HB4968,117-HB3857,BASIC Act Basic Assistance for Students In College Act
116-HB243,117-HB939,CARR Act Combustion Avoidance along Rural Roads Act
116-HB104,117-HB190,LEVEL Act Leave Ethanol Volumes at Existing Levels Act
116-HB5090,117-HB6356,MOVE Act More Opportunities for Veterans to Exercise Act
116-HB3826,117-HB1217,Veterans 2nd Amendment Protection Act
116-HB7955,117-HB3380,21st Century Buy American Act
116-HB5556,117-HB344,Women Veterans TRUST Act Women Veterans Transitional Residence Utilizing Support and Treatment Act
116-HB7593,117-HB1647,TREATS Act Telehealth Response for E-prescribing Addiction Therapy Services Act
116-HJR65,117-HJR51,Proposing an amendment to the Constitution of the United States giving Congress power to prohibit the physical desecration of the flag of the United States.
116-HR332,117-HR1054,Recognizing the accomplishments and the contributions of Vietnamese Americans.
116-HB6804,117-HB8173,Fourth Amendment Restoration Act
116-HB7869,117-HB201,National Bridge Replacement and Improvement Act
116-HB7244,117-HB2207,To amend the Internal Revenue Code of 1986 for purposes of the tax on private foundation excess business holdings to treat as outstanding any employee-owned stock purchased by a business enterprise pursuant to certain employee stock ownership retirement plans.
116-HB3522,117-HB5038,Preserving Direct Seller Independence Act
116-HB472,117-HB3416,Community Mapping Act
116-HR65,117-HR941,Supporting the goals and ideals of Dominican Heritage Month.
116-HB3997,117-HB1094,Safe Career Transitions for Intelligence and National Security Professionals
116-HB5018,117-HB3553,TSP Act Taxpayers and Savers Protection Act
116-HB6614,117-HB3553,TSP Act Taxpayers and Savers Protection Act
116-HB2516,117-HB6301,Spending Safeguard Act
116-HR473,117-HR804,"To declare that space launch is a developmental activity, not a form of transportation, and that a process exists for investigating commercial space launch reentry activities."
116-HB5169,117-HB1997,TRICARE Fairness for National Guard and Reserve Retirees Act
116-HB8105,117-HB2587,SERVE Act Supporting Education Recognition for Veterans during Emergencies Act
116-HB8505,117-HB5612,"To amend title XVIII of the Social Security Act to provide for a one-year waiver of budget neutrality adjustments under the Medicare physician fee schedule, and for other purposes."
116-HB7635,117-HB702,"To direct the Secretary of Labor to award grants to develop, administer, and evaluate early childhood education apprenticeships, and for other purposes."
116-HB2465,117-HB3729,Northern Mariana Islands and American Samoa College Access Act
116-HB5696,117-HB2991,Connecting America’s Active Transportation System Act
116-HB6731,117-HB3683,Securing America’s Pharmaceutical Supply Chain Act
116-HB804,117-HB6481,Transition-to-Success Mentoring Act
116-HB2634,117-HB647,Closing the Loophole on Interstate Firearm Sales Act
116-HB1968,117-HB8535,Shirley Chisholm Congressional Gold Medal Act
116-HB4807,117-HB5757,Cold War Service Medal Act
116-HB3350,117-HB3400,VA Emergency Transportation Act
116-HR605,117-HR20,"Expressing support for the goals and ideals of ""National Hydrocephalus Awareness Month""."
116-HB8037,117-HB5184,Advancing America’s Interests Act
116-HR114,117-HR404,"Expressing support for the designation of the 17th day in May as ""DIPG Awareness Day"" to raise awareness and encourage research into cures for diffuse intrinsic pontine glioma (DIPG) and pediatric cancers in general."
116-HB8586,117-HB7156,Medicaid Coverage for Addiction Recovery Expansion Act
116-HB6903,117-HB1128,"To allow expensing of amounts paid to move business property from China to the United States, and for other purposes."
116-HB7406,117-HB1578,Nuclear Licensing Efficiency Act
116-HB6947,117-HB4280,Hong Kong Freedom Act
116-HB4686,117-HB1082,Sami's Law
116-HB5075,117-HB3791,FAIR Leave Act Fair Access for Individuals to Receive Leave Act
116-HB8227,117-HB1256,Francis G. Newlands Memorial Removal Act
116-HB8594,117-HB2495,For the relief of Irida Kakhtiranova.
116-HB4026,117-HB5350,Enhancing Geothermal Production on Federal Lands Act
116-HB1717,117-HB1313,Healthy Food Access for All Americans Act
116-HB1132,117-HB610,San Francisco Bay Restoration Act
116-HB2224,117-HB240,Homeless Veterans with Children Reintegration Act
116-HB7710,117-HB5079,Open Schools Responsibly Act
116-HB372,117-HB2616,Honoring Our Fallen TSA Officers Act
116-HB6638,117-HB3904,Reducing COVID–19 Disparities by Investing in Public Health Act
116-HR63,117-HR77,"Recognizing the Dominican community's presence and contributions to Hamilton Heights, Washington Heights, and Inwood."
116-HB5032,117-HB7414,RURAL Veterans Act Recruiting in Underserved Rural Areas and Localities for Veterans Act
116-HB234,117-HB3457,Liberty City Rising Act
116-HB4539,117-HB493,"For the relief of Alirio Palacios Gamez, Hilda Veronica Ramirez Mendez, and Jayro Ivan Juarez Ramirez."
116-HB5058,117-HB493,"For the relief of Alirio Palacios Gamez, Hilda Veronica Ramirez Mendez, and Jayro Ivan Juarez Ramirez."
116-HB5953,117-HB539,Preventing Disaster Revictimization Act
116-HB5933,117-HB3007,Disclosure of Tax Havens and Offshoring Act
116-HB3123,117-HB4687,Supermarket Tax Credit for Underserved Areas Act
116-HB7216,117-HB885,Small Business PPE Tax Credit Act
116-HB71,117-HB32,To amend the Public Health Service Act to provide for cooperative governing of individual health insurance coverage.
116-HB5859,117-HB2639,Trillion Trees Act
116-HB3464,117-HB6683,ACTION for National Service Act America’s Call To Improve Opportunities Now for National Service Act
116-HB5760,117-HB4939,Grid Security Research and Development Act
116-HB1185,117-HB804,FAMILY Act Family and Medical Insurance Leave Act
116-HB8273,117-HB4606,Energizing Technology Transfer Act
116-HB8254,117-HB4942,BETTER Kidney Care Act Bringing Enhanced Treatments and Therapies to ESRD Recipients Kidney Care Act
116-HB1305,117-HB4057,Albatross and Petrel Conservation Act
116-HB7477,117-HB1388,WPA Act Workforce Promotion and Access Act
116-HB8782,117-HB3474,Keeping All Students Safe Act
116-HB1277,117-HB4974,State Public Option Act
116-HB3458,117-HB3527,Recreation Not Red Tape Act
116-HB5880,117-HB4718,Stop Arming Human Rights Abusers Act
116-HB823,117-HB577,Colorado Outdoor Recreation and Economy Act
116-HB7797,117-HB2967,BLUE Pacific Act Boosting Long-term U.S. Engagement in the Pacific Act
116-HB5383,117-HB536,New Way Forward Act
116-HB5456,117-HB2589,Family Medical Leave Modernization Act
116-HB2065,117-HB7288,Affordable Loans for Any Student Act
116-HB5,117-HB5,Equality Act
116-HB2759,117-HB4559,Department of Defense Climate Resiliency and Readiness Act
116-HB3760,117-HB4826,Domestic Workers Bill of Rights Act
116-HB841,117-HB5688,People CARE Act People-Centered Assistance Reform Effort Act
116-HB4000,117-HB3863,Fair Representation Act
116-HB3596,117-HB3160,Keep America’s Waterfronts Working Act
116-HB8516,117-HB2614,Compact Federal District Act
116-HB3642,117-HB4113,Improving Credit Reporting for All Consumers Act
116-HB5322,117-HB6745,Ensuring Diversity in Community Banking Act
116-HB8769,117-HB741,Sustainable Aviation Fuel Act
116-HB5861,117-HB2803,Agriculture Resilience Act
116-HB8350,117-HB3711,SELF DRIVE Act Safely Ensuring Lives Future Deployment and Research In Vehicle Evolution Act
116-HB8749,117-HB5807,DATA Privacy Act Digital Accountability and Transparency to Advance Privacy Act
116-HB8574,117-HB844,"PROTECT Long Term Care Facilities Act Protecting Residents with Oversight, Transparency, and Enforcement for Compassionate Treatment in Long Term Care Facilities Act"
116-HB4922,117-HB2680,Providing Real Opportunities for Growth to Rising Entrepreneurs for Sustained Success (PROGRESS) Act
116-HB8582,117-HB1805,Tradeable Performance Standard Act
116-HB5770,117-HB9182,EV Freedom Act Electric Vehicle Freedom Act
116-HB5185,117-HB2664,Green New Deal for Public Housing Act
116-HB1170,117-HB8005,Social Security Expansion Act
116-HB5004,117-HB6670,Schedules That Work Act
116-HB1784,117-HB2465,Healthy Families Act
116-HB7410,117-HB1588,Hydropower Clean Energy Future Act
116-HB1753,117-HB4509,Jobs and Opportunity with Benefits and Services for Success Act
116-HB6106,117-HB9454,DIPLOMA Act Developing Innovative Partnerships and Learning Opportunities that Motivate Achievement Act
116-HB4836,117-HB4118,Break the Cycle of Violence Act
116-HB4644,117-HB1228,Libya Stabilization Act
116-HB1272,117-HB1414,Restoring Integrity to America’s Elections Act
116-HB1711,117-HB1785,No Tax Breaks for Outsourcing Act
116-HB4142,117-HB3311,America Wins Act
116-HB8913,117-HB1681,COVID–19 in Immigration Detention Data Transparency Act
116-HB2463,117-HB5011,Choose Medicare Act
116-HB6144,117-HB1212,Kira Johnson Act
116-HB2844,117-HB3106,Creating Pathways for Youth Employment Act
116-HB8882,117-HB1438,"FLOODS Act Flood Level Observation, Operations, and Decision Support Act"
116-HB7,117-HB2490,Paycheck Fairness Act
116-HB3315,117-HB2886,Universal Child Care and Early Learning Act
116-HB1309,117-HB1195,Workplace Violence Prevention for Health Care and Social Service Workers Act
116-HB3622,117-HB4115,Restoring Unfairly Impaired Credit and Protecting Consumers Act
116-HB8110,117-HB4007,Campus Free Speech Restoration Act
116-HB2203,117-HB3557,Homeland Security Improvement Act
116-HB6871,117-HB710,Coronavirus Containment Corps Act
116-HB2250,117-HB878,"Northwest California Wilderness, Recreation, and Working Forests Act"
116-HB6646,117-HB602,Relaunching America’s Workforce Act
116-HB4520,117-HB3039,MARKET CHOICE Act Modernizing America with Rebuilding to Kickstart the Economy of the Twenty-first Century with a Historic Infrastructure-Centered Expansion Act
116-HB7201,117-HB1911,Child Care is Infrastructure Act
116-HB1740,117-HB4288,Workforce for an Expanding Economy Act
116-HB1514,117-HB4637,"To sever United States Government relations with the Creek Nation of Oklahoma until such time as the Creek Nation of Oklahoma restores full Tribal citizenship to the Creek Freedmen disenfranchised in the October 6, 1979, Creek Nation vote and fulfills all its treaty obligations with the Government of the United States, and for other purposes."
116-HR702,117-HR226,Recognizing that the United States has a moral obligation to meet its foundational promise of guaranteed justice for all.
116-HB4294,117-HB4334,American Energy First Act
116-HB3,117-HB3,Elijah E. Cummings Lower Drug Costs Now Act
116-HB8693,117-HB4461,21st Century Jobs Act
116-HB250,117-HB78,Legal Workforce Act
116-HB4101,117-HB3473,"Build Local, Hire Local Act"
116-HB5986,117-HB2021,Environmental Justice For All Act
116-HB2199,117-HB973,Central Coast Heritage Protection Act
116-HB8579,117-HB1089,SMART Transportation Act Strengthening Methods to Advance Research and Technology in Transportation Act
116-HB3102,117-HB6424,HIGHER ED Act Helping Individuals Get a Higher Education while Reducing Education Debt Act
116-HB8851,117-HB1226,Next Generation Entrepreneurship Corps Act
116-HB5775,117-HB3780,America’s Red Rock Wilderness Act
116-HB2013,117-HB1816,Information Transparency & Personal Data Control Act
116-HB4826,117-HB3186,21st Century Workforce Partnerships Act
116-HB1712,117-HB1786,Stop Tax Haven Abuse Act
116-HB6210,117-HB1155,Uyghur Forced Labor Prevention Act
116-HB5331,117-HB1440,Fairness for All Act
116-HB5139,117-HB5706,Stop Sexual Assault and Harassment in Transportation Act
116-HB1383,117-HB3001,Vietnam Human Rights Act
116-HB2382,117-HB3076,USPS Fairness Act
116-HB8246,117-HB159,Community Parks Revitalization Act
116-HB3101,117-HB6425,AID Act Achieving Independence through Degrees Act
116-HB244,117-HB2348,Advancing Conservation and Education Act
116-HB3879,117-HB3670,SOAR Act Simplifying Outdoor Access for Recreation Act
